routine_id,recommendation_rule_id,skin_type,acne_level_0_5,dryness_level_0_5,oiliness_level_0_5,sensitivity_level_0_5,recommended_cleanser,recommended_moisturizer,recommended_serum,recommended_spf,recommended_treatment,source_datasets,am_routine,pm_routine
RTN0000001,REC0000001,combination,0,0,0,0,ultra gentle cleanser,rich cream moisturizer,vitamin c serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50 matte,1) Cleanser: ultra gentle cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: rich cream moisturizer
RTN0000064,REC0000064,combination,1,0,1,1,hydrating cleanser,rich cream moisturizer,niacinamide serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf30,1) Cleanser: hydrating cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: rich cream moisturizer
RTN0000065,REC0000065,combination,1,0,1,4,acne control cleanser,soothing moisturizer,niacinamide serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: soothing moisturizer | 4) SPF: mineral spf50,1) Cleanser: acne control cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: soothing moisturizer
RTN0000066,REC0000066,combination,1,0,1,5,salicylic acid cleanser,light lotion moisturizer,centella serum,spf30,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: centella serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf30,1) Cleanser: salicylic acid cleanser | 2) Treatment: calming treatment | 3) Moisturizer: light lotion moisturizer
RTN0000067,REC0000067,combination,1,0,2,3,ultra gentle cleanser,light lotion moisturizer,niacinamide serum,spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50,1) Cleanser: ultra gentle cleanser | 2) Treatment: calming treatment | 3) Moisturizer: light lotion moisturizer
RTN0000068,REC0000068,combination,1,0,2,3,ultra gentle cleanser,soothing moisturizer,niacinamide serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: soothing moisturizer | 4) SPF: mineral spf50,1) Cleanser: ultra gentle cleanser | 2) Treatment: calming treatment | 3) Moisturizer: soothing moisturizer
RTN0000069,REC0000069,combination,1,0,2,4,ultra gentle cleanser,ceramide moisturizer,hyaluronic acid serum,spf50 matte,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf50 matte,1) Cleanser: ultra gentle cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: ceramide moisturizer
RTN0000070,REC0000070,combination,1,0,2,5,hydrating cleanser,light lotion moisturizer,retinol serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: retinol serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50,1) Cleanser: hydrating cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: light lotion moisturizer
RTN0000071,REC0000071,combination,1,0,3,1,ultra gentle cleanser,ceramide moisturizer,vitamin c serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf50 matte,1) Cleanser: ultra gentle cleanser | 2) Treatment: calming treatment | 3) Moisturizer: ceramide moisturizer
RTN0000072,REC0000072,combination,1,0,3,3,milk cleanser,soothing moisturizer,vitamin c serum,spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50,1) Cleanser: milk cleanser | 2) Treatment: barrier repair | 3) Moisturizer: soothing moisturizer
RTN0000073,REC0000073,combination,1,0,3,5,ultra gentle cleanser,rich cream moisturizer,hyaluronic acid serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: mineral spf50,1) Cleanser: ultra gentle cleanser | 2) Treatment: calming treatment | 3) Moisturizer: rich cream moisturizer
RTN0000074,REC0000074,combination,1,0,4,1,milk cleanser,ceramide moisturizer,niacinamide serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: mineral spf50,1) Cleanser: milk cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: ceramide moisturizer
RTN0000075,REC0000075,combination,1,1,0,1,hydrating cleanser,light lotion moisturizer,vitamin c serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: mineral spf50,1) Cleanser: hydrating cleanser | 2) Treatment: calming treatment | 3) Moisturizer: light lotion moisturizer
RTN0000076,REC0000076,combination,1,1,0,3,acne control cleanser,light lotion moisturizer,vitamin c serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: mineral spf50,1) Cleanser: acne control cleanser | 2) Treatment: barrier repair | 3) Moisturizer: light lotion moisturizer
RTN0000077,REC0000077,combination,1,1,1,4,gentle foam cleanser,soothing moisturizer,vitamin c serum,mineral spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: soothing moisturizer | 4) SPF: mineral spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: soothing moisturizer
RTN0000078,REC0000078,combination,1,1,2,2,milk cleanser,light lotion moisturizer,hyaluronic acid serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf30,1) Cleanser: milk cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: light lotion moisturizer
RTN0000079,REC0000079,combination,1,1,2,5,gentle foam cleanser,oil free gel moisturizer,vitamin c serum,spf30,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf30,1) Cleanser: gentle foam cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: oil free gel moisturizer
RTN0000080,REC0000080,combination,1,1,3,4,gentle foam cleanser,oil free gel moisturizer,hyaluronic acid serum,mineral spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: mineral spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: oil free gel moisturizer
RTN0000081,REC0000081,combination,1,1,4,3,acne control cleanser,light lotion moisturizer,centella serum,spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: centella serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50,1) Cleanser: acne control cleanser | 2) Treatment: calming treatment | 3) Moisturizer: light lotion moisturizer
RTN0000082,REC0000082,combination,1,1,4,4,salicylic acid cleanser,rich cream moisturizer,hyaluronic acid serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf30,1) Cleanser: salicylic acid cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: rich cream moisturizer
RTN0000083,REC0000083,combination,1,1,5,3,milk cleanser,soothing moisturizer,hyaluronic acid serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: soothing moisturizer | 4) SPF: mineral spf50,1) Cleanser: milk cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: soothing moisturizer
RTN0000084,REC0000084,combination,1,2,0,2,hydrating cleanser,ceramide moisturizer,niacinamide serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: mineral spf50,1) Cleanser: hydrating cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: ceramide moisturizer
RTN0000085,REC0000085,combination,1,2,0,3,acne control cleanser,soothing moisturizer,peptide serum,spf50 matte,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: peptide serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50 matte,1) Cleanser: acne control cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: soothing moisturizer
RTN0000086,REC0000086,combination,1,2,0,3,hydrating cleanser,soothing moisturizer,retinol serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: retinol serum | 3) Moisturizer: soothing moisturizer | 4) SPF: mineral spf50,1) Cleanser: hydrating cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: soothing moisturizer
RTN0000087,REC0000087,combination,1,2,2,1,gentle foam cleanser,soothing moisturizer,centella serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: centella serum | 3) Moisturizer: soothing moisturizer | 4) SPF: mineral spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: soothing moisturizer
RTN0000088,REC0000088,combination,1,2,3,1,hydrating cleanser,rich cream moisturizer,niacinamide serum,mineral spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: mineral spf50,1) Cleanser: hydrating cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: rich cream moisturizer
RTN0000089,REC0000089,combination,1,2,3,2,milk cleanser,rich cream moisturizer,hyaluronic acid serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50 matte,1) Cleanser: milk cleanser | 2) Treatment: calming treatment | 3) Moisturizer: rich cream moisturizer
RTN0000090,REC0000090,combination,1,2,3,3,hydrating cleanser,soothing moisturizer,centella serum,spf30,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: centella serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf30,1) Cleanser: hydrating cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: soothing moisturizer
RTN0000091,REC0000091,combination,1,2,3,3,milk cleanser,rich cream moisturizer,peptide serum,mineral spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: peptide serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: mineral spf50,1) Cleanser: milk cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: rich cream moisturizer
RTN0000092,REC0000092,combination,1,2,4,0,gentle foam cleanser,oil free gel moisturizer,centella serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: centella serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50 matte,1) Cleanser: gentle foam cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: oil free gel moisturizer
RTN0000093,REC0000093,combination,1,2,5,0,gentle foam cleanser,light lotion moisturizer,niacinamide serum,spf50 matte,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50 matte,1) Cleanser: gentle foam cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: light lotion moisturizer
RTN0000094,REC0000094,combination,1,2,5,3,ultra gentle cleanser,soothing moisturizer,vitamin c serum,spf30,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf30,1) Cleanser: ultra gentle cleanser | 2) Treatment: calming treatment | 3) Moisturizer: soothing moisturizer
RTN0000095,REC0000095,combination,1,3,0,1,acne control cleanser,oil free gel moisturizer,peptide serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: peptide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50,1) Cleanser: acne control cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: oil free gel moisturizer
RTN0000096,REC0000096,combination,1,3,0,2,acne control cleanser,soothing moisturizer,peptide serum,spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: peptide serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50,1) Cleanser: acne control cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: soothing moisturizer
RTN0000097,REC0000097,combination,1,3,1,4,ultra gentle cleanser,rich cream moisturizer,centella serum,mineral spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: centella serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: mineral spf50,1) Cleanser: ultra gentle cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: rich cream moisturizer
RTN0000098,REC0000098,combination,1,3,2,1,acne control cleanser,rich cream moisturizer,hyaluronic acid serum,spf50 matte,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50 matte,1) Cleanser: acne control cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: rich cream moisturizer
RTN0000099,REC0000099,combination,1,3,2,1,ultra gentle cleanser,rich cream moisturizer,centella serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: centella serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50 matte,1) Cleanser: ultra gentle cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: rich cream moisturizer
RTN0000100,REC0000100,combination,1,3,2,5,acne control cleanser,rich cream moisturizer,niacinamide serum,mineral spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: mineral spf50,1) Cleanser: acne control cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: rich cream moisturizer
RTN0000101,REC0000101,combination,1,3,2,5,gentle foam cleanser,soothing moisturizer,peptide serum,spf50 matte,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: peptide serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50 matte,1) Cleanser: gentle foam cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: soothing moisturizer
RTN0000102,REC0000102,combination,1,3,3,1,acne control cleanser,oil free gel moisturizer,retinol serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: retinol serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: mineral spf50,1) Cleanser: acne control cleanser | 2) Treatment: barrier repair | 3) Moisturizer: oil free gel moisturizer
RTN0000103,REC0000103,combination,1,3,3,1,milk cleanser,light lotion moisturizer,niacinamide serum,spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50,1) Cleanser: milk cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: light lotion moisturizer
