recommendation_rule_id,skin_type,acne_level_0_5,dryness_level_0_5,oiliness_level_0_5,sensitivity_level_0_5,recommended_cleanser,recommended_moisturizer,recommended_serum,recommended_spf,recommended_treatment,source_datasets
REC0000151,combination,2,1,2,1,hydrating cleanser,rich cream moisturizer,peptide serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000152,combination,2,1,2,4,milk cleanser,oil free gel moisturizer,centella serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000153,combination,2,1,2,4,milk cleanser,rich cream moisturizer,centella serum,spf50 matte,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000154,combination,2,1,4,0,salicylic acid cleanser,light lotion moisturizer,retinol serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000155,combination,2,1,4,2,ultra gentle cleanser,oil free gel moisturizer,retinol serum,spf30,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000156,combination,2,1,5,4,hydrating cleanser,rich cream moisturizer,centella serum,spf30,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000157,combination,2,2,0,1,milk cleanser,light lotion moisturizer,retinol serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000158,combination,2,2,0,1,milk cleanser,soothing moisturizer,peptide serum,spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000159,combination,2,2,0,1,salicylic acid cleanser,rich cream moisturizer,niacinamide serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000160,combination,2,2,1,0,salicylic acid cleanser,light lotion moisturizer,retinol serum,spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000161,combination,2,2,2,4,gentle foam cleanser,rich cream moisturizer,vitamin c serum,mineral spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000162,combination,2,2,3,0,milk cleanser,light lotion moisturizer,hyaluronic acid serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000163,combination,2,2,3,2,ultra gentle cleanser,soothing moisturizer,retinol serum,spf30,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000164,combination,2,2,5,1,salicylic acid cleanser,rich cream moisturizer,vitamin c serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000165,combination,2,2,5,4,salicylic acid cleanser,rich cream moisturizer,hyaluronic acid serum,spf50 matte,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000166,combination,2,3,2,5,salicylic acid cleanser,oil free gel moisturizer,niacinamide serum,spf50 matte,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000167,combination,2,3,3,0,milk cleanser,soothing moisturizer,retinol serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000168,combination,2,3,3,1,ultra gentle cleanser,rich cream moisturizer,centella serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000169,combination,2,3,3,2,acne control cleanser,rich cream moisturizer,vitamin c serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000170,combination,2,3,3,2,milk cleanser,light lotion moisturizer,vitamin c serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000171,combination,2,3,3,3,milk cleanser,oil free gel moisturizer,centella serum,spf30,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000172,combination,2,3,4,0,acne control cleanser,light lotion moisturizer,niacinamide serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000173,combination,2,3,4,1,milk cleanser,rich cream moisturizer,retinol serum,spf30,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000174,combination,2,3,4,1,milk cleanser,soothing moisturizer,hyaluronic acid serum,spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000175,combination,2,3,5,1,gentle foam cleanser,light lotion moisturizer,centella serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000176,combination,2,4,0,5,salicylic acid cleanser,light lotion moisturizer,hyaluronic acid serum,spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000177,combination,2,4,1,0,hydrating cleanser,ceramide moisturizer,hyaluronic acid serum,mineral spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000178,combination,2,4,1,3,gentle foam cleanser,ceramide moisturizer,peptide serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000179,combination,2,4,1,4,hydrating cleanser,rich cream moisturizer,niacinamide serum,spf50 matte,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000180,combination,2,4,2,3,salicylic acid cleanser,oil free gel moisturizer,niacinamide serum,spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000181,combination,2,4,2,5,milk cleanser,soothing moisturizer,peptide serum,spf50 matte,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000182,combination,2,4,2,5,ultra gentle cleanser,soothing moisturizer,hyaluronic acid serum,mineral spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000183,combination,2,4,3,3,hydrating cleanser,light lotion moisturizer,vitamin c serum,mineral spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000184,combination,2,4,4,0,salicylic acid cleanser,soothing moisturizer,retinol serum,spf30,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000185,combination,2,4,4,1,hydrating cleanser,soothing moisturizer,niacinamide serum,mineral spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000186,combination,2,4,4,4,acne control cleanser,light lotion moisturizer,centella serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000187,combination,2,4,4,5,gentle foam cleanser,light lotion moisturizer,niacinamide serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000188,combination,2,5,0,2,salicylic acid cleanser,oil free gel moisturizer,niacinamide serum,mineral spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000189,combination,2,5,1,3,milk cleanser,oil free gel moisturizer,retinol serum,spf50 matte,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000190,combination,2,5,3,3,milk cleanser,ceramide moisturizer,peptide serum,spf50 matte,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000191,combination,2,5,3,3,milk cleanser,light lotion moisturizer,hyaluronic acid serum,mineral spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000192,combination,2,5,3,3,ultra gentle cleanser,oil free gel moisturizer,peptide serum,spf50 matte,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000193,combination,2,5,4,5,gentle foam cleanser,light lotion moisturizer,niacinamide serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000194,combination,2,5,5,0,gentle foam cleanser,oil free gel moisturizer,centella serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000195,combination,2,5,5,2,salicylic acid cleanser,rich cream moisturizer,peptide serum,spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000196,combination,2,5,5,3,hydrating cleanser,oil free gel moisturizer,niacinamide serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000197,combination,3,0,0,0,gentle foam cleanser,rich cream moisturizer,niacinamide serum,spf30,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000198,combination,3,0,0,0,salicylic acid cleanser,ceramide moisturizer,vitamin c serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000199,combination,3,0,0,5,gentle foam cleanser,rich cream moisturizer,hyaluronic acid serum,spf50 matte,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000200,combination,3,0,1,3,gentle foam cleanser,light lotion moisturizer,vitamin c serum,spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000201,combination,3,0,1,5,acne control cleanser,light lotion moisturizer,vitamin c serum,spf30,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000202,combination,3,0,1,5,hydrating cleanser,light lotion moisturizer,hyaluronic acid serum,spf30,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000203,combination,3,0,2,3,acne control cleanser,ceramide moisturizer,centella serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000204,combination,3,0,2,3,hydrating cleanser,rich cream moisturizer,retinol serum,spf30,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000205,combination,3,0,2,4,salicylic acid cleanser,ceramide moisturizer,vitamin c serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000206,combination,3,0,3,0,salicylic acid cleanser,oil free gel moisturizer,hyaluronic acid serum,spf50 matte,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000207,combination,3,0,4,4,salicylic acid cleanser,rich cream moisturizer,hyaluronic acid serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000208,combination,3,1,0,4,hydrating cleanser,soothing moisturizer,centella serum,mineral spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000209,combination,3,1,0,4,salicylic acid cleanser,rich cream moisturizer,peptide serum,mineral spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000210,combination,3,1,0,5,gentle foam cleanser,oil free gel moisturizer,retinol serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000211,combination,3,1,1,3,salicylic acid cleanser,oil free gel moisturizer,hyaluronic acid serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000212,combination,3,1,3,2,salicylic acid cleanser,ceramide moisturizer,vitamin c serum,spf50 matte,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000213,combination,3,1,4,4,salicylic acid cleanser,ceramide moisturizer,retinol serum,spf30,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000214,combination,3,1,5,0,gentle foam cleanser,ceramide moisturizer,vitamin c serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000215,combination,3,1,5,3,hydrating cleanser,rich cream moisturizer,hyaluronic acid serum,spf30,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000216,combination,3,2,1,2,hydrating cleanser,soothing moisturizer,niacinamide serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000217,combination,3,2,3,1,gentle foam cleanser,light lotion moisturizer,retinol serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000218,combination,3,2,4,1,acne control cleanser,rich cream moisturizer,peptide serum,spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000219,combination,3,2,5,0,hydrating cleanser,rich cream moisturizer,retinol serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000220,combination,3,2,5,2,hydrating cleanser,soothing moisturizer,centella serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000221,combination,3,3,0,2,milk cleanser,ceramide moisturizer,peptide serum,mineral spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000222,combination,3,3,0,3,milk cleanser,soothing moisturizer,retinol serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000223,combination,3,3,1,0,acne control cleanser,soothing moisturizer,peptide serum,spf50 matte,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000224,combination,3,3,1,3,gentle foam cleanser,light lotion moisturizer,peptide serum,spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000225,combination,3,3,1,4,acne control cleanser,oil free gel moisturizer,hyaluronic acid serum,spf30,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000226,combination,3,3,1,4,hydrating cleanser,soothing moisturizer,vitamin c serum,mineral spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000227,combination,3,3,1,5,gentle foam cleanser,soothing moisturizer,niacinamide serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000228,combination,3,3,2,2,hydrating cleanser,soothing moisturizer,peptide serum,spf50 matte,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000229,combination,3,3,2,4,ultra gentle cleanser,oil free gel moisturizer,vitamin c serum,mineral spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000230,combination,3,3,3,0,ultra gentle cleanser,ceramide moisturizer,centella serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0000231,combination,3,3,4,0,gentle foam cleanser,soothing moisturizer,peptide serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
